id,plan,age,gender,is_smoker,is_waiver,price
129,warisangold,17,male,No,No,100
130,warisangold,17,male,Yes,No,100
131,warisangold,17,female,No,No,100
132,warisangold,17,female,Yes,No,100
133,warisangold,17,male,No,Yes,120
134,warisangold,17,male,Yes,Yes,120
135,warisangold,17,female,No,Yes,120
136,warisangold,17,female,Yes,Yes,120
137,warisangold,18,male,No,No,100
138,warisangold,18,male,Yes,No,100
139,warisangold,18,female,No,No,100
140,warisangold,18,female,Yes,No,100
141,warisangold,18,male,No,Yes,120
142,warisangold,18,male,Yes,Yes,120
143,warisangold,18,female,No,Yes,120
144,warisangold,18,female,Yes,Yes,120
145,warisangold,19,male,No,No,100
146,warisangold,19,male,Yes,No,100
147,warisangold,19,female,No,No,100
148,warisangold,19,female,Yes,No,100
149,warisangold,19,male,No,Yes,120
150,warisangold,19,male,Yes,Yes,120
151,warisangold,19,female,No,Yes,120
152,warisangold,19,female,Yes,Yes,120
153,warisangold,20,male,No,No,100
154,warisangold,20,male,Yes,No,100
155,warisangold,20,female,No,No,100
156,warisangold,20,female,Yes,No,100
157,warisangold,20,male,No,Yes,120
158,warisangold,20,male,Yes,Yes,120
159,warisangold,20,female,No,Yes,120
160,warisangold,20,female,Yes,Yes,120
161,warisangold,21,male,No,No,100
162,warisangold,21,male,Yes,No,100
163,warisangold,21,female,No,No,100
164,warisangold,21,female,Yes,No,100
165,warisangold,21,male,No,Yes,120
166,warisangold,21,male,Yes,Yes,120
167,warisangold,21,female,No,Yes,120
168,warisangold,21,female,Yes,Yes,120
169,warisangold,22,male,No,No,100
170,warisangold,22,male,Yes,No,100
171,warisangold,22,female,No,No,100
172,warisangold,22,female,Yes,No,100
173,warisangold,22,male,No,Yes,120
174,warisangold,22,male,Yes,Yes,120
175,warisangold,22,female,No,Yes,120
176,warisangold,22,female,Yes,Yes,120
177,warisangold,23,male,No,No,100
178,warisangold,23,male,Yes,No,100
179,warisangold,23,female,No,No,100
180,warisangold,23,female,Yes,No,100
181,warisangold,23,male,No,Yes,120
182,warisangold,23,male,Yes,Yes,120
183,warisangold,23,female,No,Yes,120
184,warisangold,23,female,Yes,Yes,120
185,warisangold,24,male,No,No,100
186,warisangold,24,male,Yes,No,100
187,warisangold,24,female,No,No,100
188,warisangold,24,female,Yes,No,100
189,warisangold,24,male,No,Yes,120
190,warisangold,24,male,Yes,Yes,120
191,warisangold,24,female,No,Yes,120
192,warisangold,24,female,Yes,Yes,120
193,warisangold,25,male,No,No,100
194,warisangold,25,male,Yes,No,100
195,warisangold,25,female,No,No,100
196,warisangold,25,female,Yes,No,100
197,warisangold,25,male,No,Yes,120
198,warisangold,25,male,Yes,Yes,120
199,warisangold,25,female,No,Yes,120
200,warisangold,25,female,Yes,Yes,120
201,warisangold,26,male,No,No,100
202,warisangold,26,male,Yes,No,100
203,warisangold,26,female,No,No,100
204,warisangold,26,female,Yes,No,100
205,warisangold,26,male,No,Yes,120
206,warisangold,26,male,Yes,Yes,120
207,warisangold,26,female,No,Yes,120
208,warisangold,26,female,Yes,Yes,120
209,warisangold,27,male,No,No,100
210,warisangold,27,male,Yes,No,100
211,warisangold,27,female,No,No,100
212,warisangold,27,female,Yes,No,100
213,warisangold,27,male,No,Yes,120
214,warisangold,27,male,Yes,Yes,120
215,warisangold,27,female,No,Yes,120
216,warisangold,27,female,Yes,Yes,120
217,warisangold,28,male,No,No,100
218,warisangold,28,male,Yes,No,100
219,warisangold,28,female,No,No,100
220,warisangold,28,female,Yes,No,100
221,warisangold,28,male,No,Yes,120
222,warisangold,28,male,Yes,Yes,120
223,warisangold,28,female,No,Yes,120
224,warisangold,28,female,Yes,Yes,120
225,warisangold,29,male,No,No,100
226,warisangold,29,male,Yes,No,100
227,warisangold,29,female,No,No,100
228,warisangold,29,female,Yes,No,100
229,warisangold,29,male,No,Yes,120
230,warisangold,29,male,Yes,Yes,120
231,warisangold,29,female,No,Yes,120
232,warisangold,29,female,Yes,Yes,120
233,warisangold,30,male,No,No,100
234,warisangold,30,male,Yes,No,100
235,warisangold,30,female,No,No,100
236,warisangold,30,female,Yes,No,100
237,warisangold,30,male,No,Yes,120
238,warisangold,30,male,Yes,Yes,120
239,warisangold,30,female,No,Yes,120
240,warisangold,30,female,Yes,Yes,120
241,warisangold,31,male,No,No,100
242,warisangold,31,male,Yes,No,100
243,warisangold,31,female,No,No,100
244,warisangold,31,female,Yes,No,100
245,warisangold,31,male,No,Yes,120
246,warisangold,31,male,Yes,Yes,120
247,warisangold,31,female,No,Yes,120
248,warisangold,31,female,Yes,Yes,120
249,warisangold,32,male,No,No,100
250,warisangold,32,male,Yes,No,100
251,warisangold,32,female,No,No,100
252,warisangold,32,female,Yes,No,100
253,warisangold,32,male,No,Yes,120
254,warisangold,32,male,Yes,Yes,120
255,warisangold,32,female,No,Yes,120
256,warisangold,32,female,Yes,Yes,120
257,warisangold,33,male,No,No,100
258,warisangold,33,male,Yes,No,100
259,warisangold,33,female,No,No,100
260,warisangold,33,female,Yes,No,100
261,warisangold,33,male,No,Yes,120
262,warisangold,33,male,Yes,Yes,120
263,warisangold,33,female,No,Yes,120
264,warisangold,33,female,Yes,Yes,120
265,warisangold,34,male,No,No,100
266,warisangold,34,male,Yes,No,100
267,warisangold,34,female,No,No,100
268,warisangold,34,female,Yes,No,100
269,warisangold,34,male,No,Yes,120
270,warisangold,34,male,Yes,Yes,120
271,warisangold,34,female,No,Yes,120
272,warisangold,34,female,Yes,Yes,120
273,warisangold,35,male,No,No,100
274,warisangold,35,male,Yes,No,100
275,warisangold,35,female,No,No,100
276,warisangold,35,female,Yes,No,100
277,warisangold,35,male,No,Yes,120
278,warisangold,35,male,Yes,Yes,120
279,warisangold,35,female,No,Yes,120
280,warisangold,35,female,Yes,Yes,120
281,warisangold,36,male,No,No,100
282,warisangold,36,male,Yes,No,100
283,warisangold,36,female,No,No,100
284,warisangold,36,female,Yes,No,100
285,warisangold,36,male,No,Yes,120
286,warisangold,36,male,Yes,Yes,120
287,warisangold,36,female,No,Yes,120
288,warisangold,36,female,Yes,Yes,120
289,warisangold,37,male,No,No,100
290,warisangold,37,male,Yes,No,100
291,warisangold,37,female,No,No,100
292,warisangold,37,female,Yes,No,100
293,warisangold,37,male,No,Yes,120
294,warisangold,37,male,Yes,Yes,120
295,warisangold,37,female,No,Yes,120
296,warisangold,37,female,Yes,Yes,120
297,warisangold,38,male,No,No,100
298,warisangold,38,male,Yes,No,100
299,warisangold,38,female,No,No,100
300,warisangold,38,female,Yes,No,100
301,warisangold,38,male,No,Yes,120
302,warisangold,38,male,Yes,Yes,120
303,warisangold,38,female,No,Yes,120
304,warisangold,38,female,Yes,Yes,120
305,warisangold,39,male,No,No,100
306,warisangold,39,male,Yes,No,100
307,warisangold,39,female,No,No,100
308,warisangold,39,female,Yes,No,100
309,warisangold,39,male,No,Yes,120
310,warisangold,39,male,Yes,Yes,120
311,warisangold,39,female,No,Yes,120
312,warisangold,39,female,Yes,Yes,120
313,warisangold,40,male,No,No,100
314,warisangold,40,male,Yes,No,100
315,warisangold,40,female,No,No,100
316,warisangold,40,female,Yes,No,100
317,warisangold,40,male,No,Yes,120
318,warisangold,40,male,Yes,Yes,125
319,warisangold,40,female,No,Yes,120
320,warisangold,40,female,Yes,Yes,122
321,warisangold,41,male,No,No,100
322,warisangold,41,male,Yes,No,100
323,warisangold,41,female,No,No,100
324,warisangold,41,female,Yes,No,100
325,warisangold,41,male,No,Yes,129
326,warisangold,41,male,Yes,Yes,133
327,warisangold,41,female,No,Yes,127
328,warisangold,41,female,Yes,Yes,131
329,warisangold,42,male,No,No,100
330,warisangold,42,male,Yes,No,102
331,warisangold,42,female,No,No,100
332,warisangold,42,female,Yes,No,100
333,warisangold,42,male,No,Yes,138
334,warisangold,42,male,Yes,Yes,142
335,warisangold,42,female,No,Yes,136
336,warisangold,42,female,Yes,Yes,140
337,warisangold,43,male,No,No,106
338,warisangold,43,male,Yes,No,110
339,warisangold,43,female,No,No,104
340,warisangold,43,female,Yes,No,108
341,warisangold,43,male,No,Yes,147
342,warisangold,43,male,Yes,Yes,151
343,warisangold,43,female,No,Yes,144
344,warisangold,43,female,Yes,Yes,149
345,warisangold,44,male,No,No,115
346,warisangold,44,male,Yes,No,119
347,warisangold,44,female,No,No,113
348,warisangold,44,female,Yes,No,117
349,warisangold,44,male,No,Yes,157
350,warisangold,44,male,Yes,Yes,161
351,warisangold,44,female,No,Yes,154
352,warisangold,44,female,Yes,Yes,159
353,warisangold,45,male,No,No,125
354,warisangold,45,male,Yes,No,130
355,warisangold,45,female,No,No,123
356,warisangold,45,female,Yes,No,128
357,warisangold,45,male,No,Yes,168
358,warisangold,45,male,Yes,Yes,173
359,warisangold,45,female,No,Yes,165
360,warisangold,45,female,Yes,Yes,171
361,warisangold,46,male,No,No,136
362,warisangold,46,male,Yes,No,141
363,warisangold,46,female,No,No,134
364,warisangold,46,female,Yes,No,139
365,warisangold,46,male,No,Yes,180
366,warisangold,46,male,Yes,Yes,185
367,warisangold,46,female,No,Yes,177
368,warisangold,46,female,Yes,Yes,183
369,warisangold,47,male,No,No,147
370,warisangold,47,male,Yes,No,152
371,warisangold,47,female,No,No,145
372,warisangold,47,female,Yes,No,150
373,warisangold,47,male,No,Yes,192
374,warisangold,47,male,Yes,Yes,197
375,warisangold,47,female,No,Yes,190
376,warisangold,47,female,Yes,Yes,195
377,warisangold,48,male,No,No,159
378,warisangold,48,male,Yes,No,164
379,warisangold,48,female,No,No,157
380,warisangold,48,female,Yes,No,162
381,warisangold,48,male,No,Yes,205
382,warisangold,48,male,Yes,Yes,210
383,warisangold,48,female,No,Yes,203
384,warisangold,48,female,Yes,Yes,208
385,warisangold,49,male,No,No,172
386,warisangold,49,male,Yes,No,178
387,warisangold,49,female,No,No,170
388,warisangold,49,female,Yes,No,176
389,warisangold,49,male,No,Yes,219
390,warisangold,49,male,Yes,Yes,226
391,warisangold,49,female,No,Yes,217
392,warisangold,49,female,Yes,Yes,224
393,warisangold,50,male,No,No,186
394,warisangold,50,male,Yes,No,192
395,warisangold,50,female,No,No,184
396,warisangold,50,female,Yes,No,190
397,warisangold,50,male,No,Yes,235
398,warisangold,50,male,Yes,Yes,241
399,warisangold,50,female,No,Yes,232
400,warisangold,50,female,Yes,Yes,239
401,anugerah,1,male,No,No,113
402,anugerah,1,male,Yes,No,113
403,anugerah,1,female,No,No,111
404,anugerah,1,female,Yes,No,111
405,anugerah,1,male,No,Yes,157
406,anugerah,1,male,Yes,Yes,157
407,anugerah,1,female,No,Yes,155
408,anugerah,1,female,Yes,Yes,155
409,anugerah,2,male,No,No,80
410,anugerah,2,male,Yes,No,80
411,anugerah,2,female,No,No,78
412,anugerah,2,female,Yes,No,78
413,anugerah,2,male,No,Yes,121
414,anugerah,2,male,Yes,Yes,121
415,anugerah,2,female,No,Yes,119
416,anugerah,2,female,Yes,Yes,119
417,anugerah,3,male,No,No,70
418,anugerah,3,male,Yes,No,70
419,anugerah,3,female,No,No,70
420,anugerah,3,female,Yes,No,70
421,anugerah,3,male,No,Yes,94
422,anugerah,3,male,Yes,Yes,94
423,anugerah,3,female,No,Yes,91
424,anugerah,3,female,Yes,Yes,91
425,anugerah,4,male,No,No,70
426,anugerah,4,male,Yes,No,70
427,anugerah,4,female,No,No,70
428,anugerah,4,female,Yes,No,70
429,anugerah,4,male,No,Yes,90
430,anugerah,4,male,Yes,Yes,90
431,anugerah,4,female,No,Yes,90
432,anugerah,4,female,Yes,Yes,90
433,anugerah,5,male,No,No,70
434,anugerah,5,male,Yes,No,70
435,anugerah,5,female,No,No,70
436,anugerah,5,female,Yes,No,70
437,anugerah,5,male,No,Yes,90
438,anugerah,5,male,Yes,Yes,90
439,anugerah,5,female,No,Yes,90
440,anugerah,5,female,Yes,Yes,90
441,anugerah,6,male,No,No,70
442,anugerah,6,male,Yes,No,70
443,anugerah,6,female,No,No,70
444,anugerah,6,female,Yes,No,70
445,anugerah,6,male,No,Yes,90
446,anugerah,6,male,Yes,Yes,90
447,anugerah,6,female,No,Yes,90
448,anugerah,6,female,Yes,Yes,90
449,anugerah,7,male,No,No,70
450,anugerah,7,male,Yes,No,70
451,anugerah,7,female,No,No,70
452,anugerah,7,female,Yes,No,70
453,anugerah,7,male,No,Yes,90
454,anugerah,7,male,Yes,Yes,90
455,anugerah,7,female,No,Yes,90
456,anugerah,7,female,Yes,Yes,90
457,anugerah,8,male,No,No,70
458,anugerah,8,male,Yes,No,70
459,anugerah,8,female,No,No,70
460,anugerah,8,female,Yes,No,70
461,anugerah,8,male,No,Yes,90
462,anugerah,8,male,Yes,Yes,90
463,anugerah,8,female,No,Yes,90
464,anugerah,8,female,Yes,Yes,90
465,anugerah,9,male,No,No,70
466,anugerah,9,male,Yes,No,70
467,anugerah,9,female,No,No,70
468,anugerah,9,female,Yes,No,70
469,anugerah,9,male,No,Yes,90
470,anugerah,9,male,Yes,Yes,90
471,anugerah,9,female,No,Yes,90
472,anugerah,9,female,Yes,Yes,90
473,anugerah,10,male,No,No,70
474,anugerah,10,male,Yes,No,70
475,anugerah,10,female,No,No,70
476,anugerah,10,female,Yes,No,70
477,anugerah,10,male,No,Yes,90
478,anugerah,10,male,Yes,Yes,90
479,anugerah,10,female,No,Yes,90
480,anugerah,10,female,Yes,Yes,90
481,anugerah,11,male,No,No,70
482,anugerah,11,male,Yes,No,70
483,anugerah,11,female,No,No,70
484,anugerah,11,female,Yes,No,70
485,anugerah,11,male,No,Yes,90
486,anugerah,11,male,Yes,Yes,90
487,anugerah,11,female,No,Yes,90
488,anugerah,11,female,Yes,Yes,90
489,anugerah,12,male,No,No,70
490,anugerah,12,male,Yes,No,70
491,anugerah,12,female,No,No,70
492,anugerah,12,female,Yes,No,70
493,anugerah,12,male,No,Yes,90
494,anugerah,12,male,Yes,Yes,90
495,anugerah,12,female,No,Yes,90
496,anugerah,12,female,Yes,Yes,90
497,anugerah,13,male,No,No,70
498,anugerah,13,male,Yes,No,70
499,anugerah,13,female,No,No,70
500,anugerah,13,female,Yes,No,70
501,anugerah,13,male,No,Yes,90
502,anugerah,13,male,Yes,Yes,90
503,anugerah,13,female,No,Yes,90
504,anugerah,13,female,Yes,Yes,90
505,anugerah,14,male,No,No,70
506,anugerah,14,male,Yes,No,70
507,anugerah,14,female,No,No,70
508,anugerah,14,female,Yes,No,70
509,anugerah,14,male,No,Yes,90
510,anugerah,14,male,Yes,Yes,90
511,anugerah,14,female,No,Yes,90
512,anugerah,14,female,Yes,Yes,90
513,anugerah,15,male,No,No,70
514,anugerah,15,male,Yes,No,70
515,anugerah,15,female,No,No,70
516,anugerah,15,female,Yes,No,70
517,anugerah,15,male,No,Yes,90
518,anugerah,15,male,Yes,Yes,90
519,anugerah,15,female,No,Yes,90
520,anugerah,15,female,Yes,Yes,90
521,anugerah,16,male,No,No,70
522,anugerah,16,male,Yes,No,70
523,anugerah,16,female,No,No,70
524,anugerah,16,female,Yes,No,70
525,anugerah,16,male,No,Yes,90
526,anugerah,16,male,Yes,Yes,90
527,anugerah,16,female,No,Yes,90
528,anugerah,16,female,Yes,Yes,90
529,anugerah,17,male,No,No,70
530,anugerah,17,male,Yes,No,70
531,anugerah,17,female,No,No,70
532,anugerah,17,female,Yes,No,70
533,anugerah,17,male,No,Yes,90
534,anugerah,17,male,Yes,Yes,90
535,anugerah,17,female,No,Yes,90
536,anugerah,17,female,Yes,Yes,90
537,anugerah,18,male,No,No,70
538,anugerah,18,male,Yes,No,70
539,anugerah,18,female,No,No,70
540,anugerah,18,female,Yes,No,70
541,anugerah,18,male,No,Yes,90
542,anugerah,18,male,Yes,Yes,90
543,anugerah,18,female,No,Yes,90
544,anugerah,18,female,Yes,Yes,90
545,anugerah,19,male,No,No,70
546,anugerah,19,male,Yes,No,70
547,anugerah,19,female,No,No,70
548,anugerah,19,female,Yes,No,70
549,anugerah,19,male,No,Yes,90
550,anugerah,19,male,Yes,Yes,90
551,anugerah,19,female,No,Yes,90
552,anugerah,19,female,Yes,Yes,90
553,anugerah,20,male,No,No,70
554,anugerah,20,male,Yes,No,70
555,anugerah,20,female,No,No,70
556,anugerah,20,female,Yes,No,70
557,anugerah,20,male,No,Yes,90
558,anugerah,20,male,Yes,Yes,90
559,anugerah,20,female,No,Yes,90
560,anugerah,20,female,Yes,Yes,90
561,anugerah,21,male,No,No,70
562,anugerah,21,male,Yes,No,70
563,anugerah,21,female,No,No,70
564,anugerah,21,female,Yes,No,70
565,anugerah,21,male,No,Yes,90
566,anugerah,21,male,Yes,Yes,90
567,anugerah,21,female,No,Yes,90
568,anugerah,21,female,Yes,Yes,90
569,anugerah,22,male,No,No,70
570,anugerah,22,male,Yes,No,70
571,anugerah,22,female,No,No,70
572,anugerah,22,female,Yes,No,70
573,anugerah,22,male,No,Yes,90
574,anugerah,22,male,Yes,Yes,90
575,anugerah,22,female,No,Yes,90
576,anugerah,22,female,Yes,Yes,90
577,anugerah,23,male,No,No,70
578,anugerah,23,male,Yes,No,70
579,anugerah,23,female,No,No,70
580,anugerah,23,female,Yes,No,70
581,anugerah,23,male,No,Yes,90
582,anugerah,23,male,Yes,Yes,90
583,anugerah,23,female,No,Yes,90
584,anugerah,23,female,Yes,Yes,90
585,anugerah,24,male,No,No,70
586,anugerah,24,male,Yes,No,70
587,anugerah,24,female,No,No,70
588,anugerah,24,female,Yes,No,70
589,anugerah,24,male,No,Yes,90
590,anugerah,24,male,Yes,Yes,90
591,anugerah,24,female,No,Yes,90
592,anugerah,24,female,Yes,Yes,90
593,anugerah,25,male,No,No,70
594,anugerah,25,male,Yes,No,70
595,anugerah,25,female,No,No,70
596,anugerah,25,female,Yes,No,70
597,anugerah,25,male,No,Yes,90
598,anugerah,25,male,Yes,Yes,90
599,anugerah,25,female,No,Yes,90
600,anugerah,25,female,Yes,Yes,90
601,anugerah,26,male,No,No,70
602,anugerah,26,male,Yes,No,70
603,anugerah,26,female,No,No,70
604,anugerah,26,female,Yes,No,70
605,anugerah,26,male,No,Yes,90
606,anugerah,26,male,Yes,Yes,90
607,anugerah,26,female,No,Yes,90
608,anugerah,26,female,Yes,Yes,90
609,anugerah,27,male,No,No,70
610,anugerah,27,male,Yes,No,70
611,anugerah,27,female,No,No,70
612,anugerah,27,female,Yes,No,70
613,anugerah,27,male,No,Yes,90
614,anugerah,27,male,Yes,Yes,90
615,anugerah,27,female,No,Yes,90
616,anugerah,27,female,Yes,Yes,90
617,anugerah,28,male,No,No,70
618,anugerah,28,male,Yes,No,70
619,anugerah,28,female,No,No,70
620,anugerah,28,female,Yes,No,70
621,anugerah,28,male,No,Yes,90
622,anugerah,28,male,Yes,Yes,90
623,anugerah,28,female,No,Yes,90
624,anugerah,28,female,Yes,Yes,90
625,anugerah,29,male,No,No,70
626,anugerah,29,male,Yes,No,70
627,anugerah,29,female,No,No,70
628,anugerah,29,female,Yes,No,70
629,anugerah,29,male,No,Yes,90
630,anugerah,29,male,Yes,Yes,90
631,anugerah,29,female,No,Yes,90
632,anugerah,29,female,Yes,Yes,90
633,anugerah,30,male,No,No,70
634,anugerah,30,male,Yes,No,70
635,anugerah,30,female,No,No,70
636,anugerah,30,female,Yes,No,70
637,anugerah,30,male,No,Yes,90
638,anugerah,30,male,Yes,Yes,90
639,anugerah,30,female,No,Yes,90
640,anugerah,30,female,Yes,Yes,90
641,anugerah,31,male,No,No,70
642,anugerah,31,male,Yes,No,70
643,anugerah,31,female,No,No,70
644,anugerah,31,female,Yes,No,70
645,anugerah,31,male,No,Yes,90
646,anugerah,31,male,Yes,Yes,90
647,anugerah,31,female,No,Yes,90
648,anugerah,31,female,Yes,Yes,90
649,anugerah,32,male,No,No,70
650,anugerah,32,male,Yes,No,70
651,anugerah,32,female,No,No,70
652,anugerah,32,female,Yes,No,70
653,anugerah,32,male,No,Yes,90
654,anugerah,32,male,Yes,Yes,90
655,anugerah,32,female,No,Yes,90
656,anugerah,32,female,Yes,Yes,90
657,anugerah,33,male,No,No,70
658,anugerah,33,male,Yes,No,70
659,anugerah,33,female,No,No,70
660,anugerah,33,female,Yes,No,70
661,anugerah,33,male,No,Yes,90
662,anugerah,33,male,Yes,Yes,90
663,anugerah,33,female,No,Yes,90
664,anugerah,33,female,Yes,Yes,90
665,anugerah,34,male,No,No,70
666,anugerah,34,male,Yes,No,70
667,anugerah,34,female,No,No,70
668,anugerah,34,female,Yes,No,70
669,anugerah,34,male,No,Yes,90
670,anugerah,34,male,Yes,Yes,90
671,anugerah,34,female,No,Yes,90
672,anugerah,34,female,Yes,Yes,90
673,anugerah,35,male,No,No,70
674,anugerah,35,male,Yes,No,70
675,anugerah,35,female,No,No,70
676,anugerah,35,female,Yes,No,70
677,anugerah,35,male,No,Yes,90
678,anugerah,35,male,Yes,Yes,90
679,anugerah,35,female,No,Yes,90
680,anugerah,35,female,Yes,Yes,90
681,anugerah,36,male,No,No,70
682,anugerah,36,male,Yes,No,70
683,anugerah,36,female,No,No,70
684,anugerah,36,female,Yes,No,70
685,anugerah,36,male,No,Yes,90
686,anugerah,36,male,Yes,Yes,90
687,anugerah,36,female,No,Yes,90
688,anugerah,36,female,Yes,Yes,90
689,anugerah,37,male,No,No,70
690,anugerah,37,male,Yes,No,70
691,anugerah,37,female,No,No,70
692,anugerah,37,female,Yes,No,70
693,anugerah,37,male,No,Yes,90
694,anugerah,37,male,Yes,Yes,90
695,anugerah,37,female,No,Yes,90
696,anugerah,37,female,Yes,Yes,90
697,anugerah,38,male,No,No,70
698,anugerah,38,male,Yes,No,70
699,anugerah,38,female,No,No,70
700,anugerah,38,female,Yes,No,70
701,anugerah,38,male,No,Yes,90
702,anugerah,38,male,Yes,Yes,90
703,anugerah,38,female,No,Yes,90
704,anugerah,38,female,Yes,Yes,90
705,anugerah,39,male,No,No,70
706,anugerah,39,male,Yes,No,70
707,anugerah,39,female,No,No,70
708,anugerah,39,female,Yes,No,70
709,anugerah,39,male,No,Yes,90
710,anugerah,39,male,Yes,Yes,90
711,anugerah,39,female,No,Yes,90
712,anugerah,39,female,Yes,Yes,90
713,anugerah,40,male,No,No,70
714,anugerah,40,male,Yes,No,70
715,anugerah,40,female,No,No,70
716,anugerah,40,female,Yes,No,70
717,anugerah,40,male,No,Yes,90
718,anugerah,40,male,Yes,Yes,95
719,anugerah,40,female,No,Yes,90
720,anugerah,40,female,Yes,Yes,92
721,anugerah,41,male,No,No,70
722,anugerah,41,male,Yes,No,70
723,anugerah,41,female,No,No,70
724,anugerah,41,female,Yes,No,70
725,anugerah,41,male,No,Yes,99
726,anugerah,41,male,Yes,Yes,103
727,anugerah,41,female,No,Yes,97
728,anugerah,41,female,Yes,Yes,101
729,anugerah,42,male,No,No,70
730,anugerah,42,male,Yes,No,72
731,anugerah,42,female,No,No,70
732,anugerah,42,female,Yes,No,70
733,anugerah,42,male,No,Yes,108
734,anugerah,42,male,Yes,Yes,112
